iso3,year,pop,lgdp_delta,temperature_anomaly,mortality_impact,_grp,_mortality_impact_demean,_temperature_anomaly_demean,residuals,region,n,rsqr1,rsqr2,s2,zeta,eta,rho,alpha,beta,flexraw,rawtotal
ARG,2018,13433444.278546741,0.23312861008495842,0.4688393185712395,0.07778710271272218,ARG,-0.1619791685063074,-1.3186621245851664,-0.1102740792778027,ARG,21,-1.464737617064921,-0.42853216553780915,0.028245589385264214,0.04744126411966432,0.11285252752233378,0.0,0.24717970054149524,0.8002059694634466,0.10111501332440218,0.10111501332440218
ARG,2019,5508319.914717686,-0.580248232558459,1.2696885175500836,0.16256868140420713,ARG,-0.022972868056185123,-0.06686605663853767,-0.01917446024102021,ARG,21,-1.464737617064921,-0.42853216553780915,0.028245589385264214,0.04744126411966432,0.11285252752233378,0.0,0.24717970054149524,0.8002059694634466,0.125994172195295,0.125994172195295
ARG,2020,12760899.210113738,0.23923926379103763,1.063003744562863,0.20187571402756188,ARG,-0.014276779508311643,-0.6330683954603016,0.011190393496311107,ARG,21,-1.464737617064921,-0.42853216553780915,0.028245589385264214,0.04744126411966432,0.11285252752233378,0.0,0.24717970054149524,0.8002059694634466,0.10493521860290589,0.10493521860290589
AUS,2000,10512153.356101599,0.17789163282380616,4.0609840341571175,0.39468933505236664,AUS,0.17054258910263986,2.472513980131831,0.07715801837681459,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.042196984562397934,0.042196984562397934
AUS,2001,3550541.597880244,-0.1863791523321567,1.2536067654095135,0.143289914201211,AUS,-0.06797329098145859,-0.17129252081274945,-0.06017844518536786,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.05572615676158112,0.05572615676158112
AUS,2002,5145381.891211281,-0.08894644364254484,0.5037566809996256,0.13249256856130992,AUS,-0.12304038369356542,-1.2667191346917104,-0.07332317119051168,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.013837791771401662,0.013837791771401662
AUS,2003,9361361.94903507,0.005504224765084062,2.881774557185494,0.33312566267866267,AUS,0.1085030129377694,1.3062255537920724,0.059752715722944175,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,-9.106655144837434e-05,-9.106655144837434e-05
AUS,2004,11141932.345713077,0.06782509191353574,1.0690513362467131,0.3729353823386787,AUS,0.13850323657516547,-0.8874317466543187,0.17370498563487197,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.0050997875853937774,0.0050997875853937774
AUS,2005,9097909.520278126,-0.0953850096581888,0.3680119761186258,0.06586597040636014,AUS,-0.13449915920090874,-0.6782369657619554,-0.10730336892167923,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.015743474260210777,0.015743474260210777
AUS,2006,10244282.48373643,-0.21936851235560964,0.6747481022350282,0.13422137726963598,AUS,-0.0980443910913456,-0.8574452542389421,-0.06399023577764233,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.07624223202840541,0.07624223202840541
AUS,2007,4773509.750499364,-0.4761764605810681,5.578913195816991,0.5688160603985422,AUS,0.37336625944050206,3.799397753098096,0.22920137408379931,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.345499167285022,0.345499167285022
AUS,2008,13598585.881868493,0.14970351967033813,3.389860254363991,0.2875437516211688,AUS,0.011349210129705328,1.4327439576728744,-0.04224299146782343,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.029299038636683646,0.029299038636683646
AUS,2009,13096204.989699373,-0.15900960424332883,1.8443073449394949,0.13149447243126614,AUS,-0.10528668559877688,0.030469511436412883,-0.10521334464502338,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.04113674780751937,0.04113674780751937
AUS,2010,8791388.836539987,0.4349804410394363,3.4382171037691416,0.2443260390373255,AUS,0.043189685881280755,2.1190347407594357,-0.03666710844353651,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.2677895901749284,0.2677895901749284
AUS,2011,18401888.781227242,0.17580325956516832,0.34293313814850795,0.24768002217562407,AUS,0.013762813078397685,-1.3142439928394258,0.06529881883124285,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.04116118241657559,0.04116118241657559
AUS,2012,24761660.29470258,-0.09201317812997083,0.28841083833233383,0.1357201470636976,AUS,-0.10755792900519563,-1.4005321802435844,-0.05271964358431606,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.014730260770118686,0.014730260770118686
AUS,2013,5934070.629397919,-0.3079339326323176,-0.06249234894589719,0.09369261588896163,AUS,-0.12733905200497625,-1.6028246328096565,-0.06475896236729421,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.14716773024144617,0.14716773024144617
AUS,2014,9089684.17011042,-0.21219533381055974,1.066022578664813,0.1541892689228098,AUS,-0.08818694404271701,-0.15665123308386708,-0.08095242554327546,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.07150864654807525,0.07150864654807525
AUS,2015,14319333.768776532,-0.1972144164316255,1.3059881521216314,0.2355058183686447,AUS,0.011265447900348391,-0.39006648593819815,0.02743285126964667,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.06211126260751743,0.06211126260751743
AUS,2016,11721039.398029033,0.3085989771503045,-0.16099265826582265,0.14620860859176313,AUS,-0.08064451886419015,-1.5910864770375888,-0.018513652629066818,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.13257561275975713,0.13257561275975713
AUS,2017,12552736.035006996,0.12371675352837272,0.9142868688298066,0.2928499260830524,AUS,0.0836625436725587,-0.6830572865597602,0.11104280934573103,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.01948065483977051,0.01948065483977051
AUS,2018,15333702.709243895,0.10177303075248864,1.7191937441792726,0.12965323767969295,AUS,-0.12827353115856624,0.07344341311681823,-0.12984481672953765,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.012738013897144268,0.012738013897144268
AUS,2019,24093162.695073403,0.3342878915216988,0.8510693476125167,0.138191161146546,AUS,-0.06551088593307586,-0.34373411448215313,-0.0511166389231119,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.15625232015127266,0.15625232015127266
AUS,2020,14194719.445634173,-0.4657685184721438,1.669657855615302,0.40758074065619937,AUS,0.17326774950109625,0.11533682768608862,0.1700931880320154,AUS,21,-1.1366092311978573,-0.5245896013639875,0.020098846711314722,0.03784550685180862,0.10100663756559065,0.0,-0.02464695969802026,1.47198088346417,0.330811771197338,0.330811771197338
BGD,2000,15522854.596050665,-0.4153029967923974,3.0928582570598007,0.18857116633016816,BGD,-0.025811722941136157,0.9602676078071701,-0.06132208633199705,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.1664916072628449,0.1664916072628449
BGD,2001,27790775.40385871,0.06687397789400155,2.137177743744241,0.16517453056113518,BGD,-0.036324817943111945,0.16815786229463395,-0.04152085922165204,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.010594572510196427,0.010594572510196427
BGD,2002,13227336.08789165,-0.1575565949685159,3.8101524917638843,0.38397707025000627,BGD,0.1382079746735534,1.495556080845204,0.08221193074837757,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.016056601853264428,0.016056601853264428
BGD,2003,11151515.250970736,0.2348087309926734,1.1287893114467002,0.05602640201196822,BGD,-0.1588323910505026,-0.9908802871740654,-0.1196716294964656,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.08294093682472459,0.08294093682472459
BGD,2004,24418515.640335545,0.25846993520678024,1.9007946809763168,0.2983378977101079,BGD,0.07366960862501715,-0.5998089971520593,0.0978639326092991,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.09839285738772371,0.09839285738772371
BGD,2005,16897978.970054656,-0.1659700613501896,0.8557865369581132,0.027087259070607803,BGD,-0.1635140138582386,-0.7345830001498121,-0.1341618407723815,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.018533802011924755,0.018533802011924755
BGD,2006,904663.0953139951,0.2690134705085594,3.652122004228916,0.3426181451607367,BGD,0.12011623347817757,1.5758080525276017,0.061048918010754905,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.10569663578412516,0.10569663578412516
BGD,2007,15311212.498128774,-0.05830704418167915,0.8461452338699891,0.3370245525972203,BGD,0.15133860831760268,-1.4774908040762504,0.2091221276854208,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,-0.0007706958344028724,-0.0007706958344028724
BGD,2008,20381012.796158828,-0.013412375158258239,3.01658647138791,0.256800124481375,BGD,-0.009630560331665983,0.5153495794694491,-0.028113752297080893,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,-0.0008757611352129678,-0.0008757611352129678
BGD,2009,16520973.31447309,0.21636401730454982,3.5369244503314947,0.3034679409645753,BGD,0.07645063961295476,1.1789660216010684,0.03257061002525633,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.0717965196872759,0.0717965196872759
BGD,2010,16234420.11247281,-0.044402524855441675,0.8955408347089691,0.16527592397736882,BGD,-0.026096572500253455,-0.967762123528081,0.012179448696301554,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,-0.0013030770308816576,-0.0013030770308816576
BGD,2011,9254359.07870647,-0.10370997603517157,2.043054994125167,0.0818968357761267,BGD,-0.14225651664267722,-0.15824273209011114,-0.1349610909093706,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.004091235492822925,0.004091235492822925
BGD,2012,7133323.852732062,0.3068049540165681,3.3777829036086233,0.2994548221420946,BGD,0.06594060275162388,1.1447192898053609,0.023371207788522308,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.13399465768192964,0.13399465768192964
BGD,2013,13135628.219648339,-0.3280562170128852,1.5404763820962868,0.12728092372098135,BGD,-0.08398688749453406,-0.5439764969948165,-0.061929293178951884,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.09831417826591055,0.09831417826591055
BGD,2014,14234868.291394912,0.35876029003948773,3.2496884424299113,0.19154410052987533,BGD,-0.041068255757229,1.4828940354538869,-0.09657971869502553,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.17830728829026635,0.17830728829026635
BGD,2015,8232952.209572094,-0.06579545984611677,0.9191846468803638,0.4685213454304874,BGD,0.25404483164061353,-1.3209905864068099,0.30583903193243667,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,-0.00029814812115145067,-0.00029814812115145067
BGD,2016,13449133.808257017,0.03233847406013496,1.5532100838317902,0.16412128962625752,BGD,-0.05296798115127328,-0.4210043301673202,-0.03561657546318575,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.0038277527011265845,0.0038277527011265845
BGD,2017,7034533.676924584,0.1374459230543953,0.8368052562059717,0.07820221286939291,BGD,-0.1212213128626783,-1.3046594944109395,-0.07005210927871464,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.03302664728950569,0.03302664728950569
BGD,2018,15501745.459998382,0.31702106315094225,2.2061854238062013,0.24718196050241031,BGD,-0.0009809516574264023,0.016314497516402682,-0.0003658932789012636,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.1422133304164356,0.1422133304164356
BGD,2019,20994845.10157522,-0.36326085480166204,1.0880990281936473,0.19088808156450068,BGD,-0.0030501088366987096,-0.6508250291283668,0.023096616863360092,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,0.1236989737554661,0.1236989737554661
BGD,2020,19000193.860654015,-0.06099727674967734,2.7364761896541334,0.21157850504925108,BGD,-0.012970629427429586,0.638034566497576,-0.036149019547123074,BGD,21,-1.0765545245633175,-0.2887703353182709,0.024256827442774104,0.03945589022555827,0.11546296417269959,0.0,0.08085315519708605,1.15998453765953,-0.0006159051996561153,-0.0006159051996561153
BRA,2000,8335058.761393048,0.19303281036949788,-1.7807771547153948,0.11295511983921488,BRA,-0.07172517822589025,-3.285658391333684,0.05525755878027755,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.02284321724180314,0.02284321724180314
BRA,2001,19430069.087999985,-0.15119207229398368,2.357692854547049,0.18024450394814334,BRA,0.008447746650095386,1.0163823857317833,-0.02921014928017062,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.05544453974322376,0.05544453974322376
BRA,2002,20002938.432654534,0.014671170524490245,3.829598862610433,0.2980892715642672,BRA,0.08202276719401348,2.1427118643260945,0.0012598409164470553,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,-0.0019511860842220232,-0.0019511860842220232
BRA,2003,10904367.558264572,0.14369100089980544,0.3982791715250327,0.2328226193876558,BRA,0.04766641753138417,-1.0936810144613913,0.09076139953659412,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.007013550722726462,0.007013550722726462
BRA,2004,16399945.821566435,-0.10317424899943005,4.14794949054967,0.49737268998177114,BRA,0.3024069921028796,2.2750552250556355,0.21657923826914355,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.030854569281966726,0.030854569281966726
BRA,2005,5731138.737075761,0.39508922787962986,-0.6174711211600833,0.007374550254550542,BRA,-0.15352413146809668,-1.5801312456336671,-0.0918125258410834,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.15924483019445107,0.15924483019445107
BRA,2006,7852161.985586801,-0.11505570938737737,0.46135850597585565,0.25699870437704925,BRA,0.0641993839006893,-0.9872460330911174,0.1032210612564411,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.03633406591598241,0.03633406591598241
BRA,2007,18615490.43740768,0.303045632032844,0.7027534723300319,0.13019989547326308,BRA,-0.025783457600155386,-0.9931731529818659,0.013465052745070899,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.0828405161974986,0.0828405161974986
BRA,2008,13292818.682629304,0.24570032716400583,0.8613123626057388,0.1259990360320731,BRA,-0.11072905757476872,-1.0122151166783802,-0.07075180449607973,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.04731043677811765,0.04731043677811765
BRA,2009,8281507.598340961,-0.06853140465429924,3.8537178140065476,0.36760430824488943,BRA,0.17028959809946806,2.123468797910463,0.09026311082805827,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.0171490967702256,0.0171490967702256
BRA,2010,5468709.747699682,0.009970609684613989,5.003222039583963,0.38709856694047723,BRA,0.22542866166905412,3.7676284939812543,0.0824795971750458,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,-0.0013920789032929614,-0.0013920789032929614
BRA,2011,5284763.063973575,-0.14842093749781132,0.33171094108605226,0.10652925255423036,BRA,-0.08792150865837438,-1.241877372494884,-0.03915499924329364,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.053848756973979825,0.053848756973979825
BRA,2012,118350.9640852956,0.0045064594551202,2.83825538279732,0.1008033934256983,BRA,-0.10300823475857328,1.232901181628399,-0.14895238213236223,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,-0.0006638820551549162,-0.0006638820551549162
BRA,2013,12508922.188250896,-0.26978822705847033,1.6722429944518207,0.17844027503919885,BRA,-0.0031249449701173902,0.21549952799505895,-0.010132768658237472,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.1440216500039248,0.1440216500039248
BRA,2014,19444733.52359087,-0.1147213076813915,0.512200876768029,0.08999940864801795,BRA,-0.11291035643288722,-0.6268841175736537,-0.08767985794584238,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.03617440528682257,0.03617440528682257
BRA,2015,5232807.7646155935,0.21034839137900857,0.8638491355825962,0.031829939847139825,BRA,-0.15294398273653484,-0.7486166850702359,-0.12305473552993795,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.030024764649059968,0.030024764649059968
BRA,2016,20420188.102111008,0.015046987415825242,1.5930072714581196,0.34535954412682374,BRA,0.15797286455549212,0.24650227009335088,0.14977855488401284,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,-0.0019931992377155974,-0.0019931992377155974
BRA,2017,7764470.170036896,-0.2272561016850333,1.9107018693730782,0.10797946391959959,BRA,-0.061741470606272456,0.39694653139050884,-0.07569333574623197,BRA,21,-1.5093717521811363,-0.5542754017292972,0.024876115437240293,0.04136101599475519,0.10634904719684903,0.0,-0.1536680261497984,1.4091207935718537,0.10769651307709932,0.10769651307709932
