iso3,year,gcm,rcp,ssp,temperature_anomaly,pop,gdppc,loggdppc,avg_gdp_ref,lgdp_delta,mortality_impact
ISO_19,2018,ModelB,rcp85,ssp3,-2.1971409706473257,277648.9876634842,12354.340098002423,9.42176270526031,9.456692334549528,-0.034929629289218056,0.4386487530249521
ISO_2,2000,ModelB,rcp85,ssp2,-1.0995776631126573,4921688.935962167,23473.288323820863,10.063618386564835,9.495652664255005,0.5679657223098307,0.13062555488009875
ISO_4,2002,ModelC,rcp85,ssp2,1.5191847682757924,2329042.354123746,16641.430366786484,9.719650670223347,9.500747733453512,0.21890293676983497,-0.03268842470105687
ISO_18,2012,ModelA,rcp45,ssp5,-2.8198944873410268,1860232.5890464426,10807.577930751493,9.28800282731861,9.482736209515888,-0.19473338219727765,0.4640214816079856
ISO_6,2014,ModelC,rcp85,ssp5,-0.7243051911369709,1534349.7454148822,11273.49453389516,9.330209632963289,9.519576820727034,-0.18936718776374484,0.13788267232479684
ISO_8,2001,ModelB,rcp85,ssp3,1.6566116084246953,954347.867489271,10926.708524709085,9.298965394437726,9.513434921473568,-0.21446952703584188,0.1644007461626103
ISO_6,2010,ModelB,rcp85,ssp4,-2.8653492156932936,3978712.153757137,18956.380366280016,9.849895848632103,9.519576820727034,0.3303190279050696,0.3834598871747203
ISO_17,2003,ModelC,rcp45,ssp5,-0.6190834239656247,4781529.407255873,11810.461059912448,9.376740948218744,9.551876076079694,-0.17513512786094942,0.026769878155696574
ISO_3,2018,ModelC,rcp45,ssp4,1.6262773752828252,2126859.2987424512,6520.710354210362,8.782738599018339,9.520675693194441,-0.7379370941761021,-0.06983528222840964
ISO_13,2016,ModelC,rcp45,ssp2,2.1583432318312106,4766861.404291935,13103.991120908348,9.480672128506262,9.4457566366601,0.03491549184616183,0.08540783481347666
ISO_17,2002,ModelA,rcp85,ssp2,5.3317652374977484,4136608.315631667,7224.184246510845,8.885189599548829,9.551876076079694,-0.6666864765308649,0.4347506201183661
ISO_8,2017,ModelB,rcp85,ssp2,2.80811060925547,2457150.5246339594,32006.43453228146,10.37369224070196,9.513434921473568,0.860257319228392,0.16946647604173481
ISO_1,2007,ModelC,rcp85,ssp2,0.7326222227699439,3402728.2777180504,9079.122577217668,9.113732834461107,9.500474698781204,-0.38674186432009705,0.04018817000857344
ISO_19,2018,ModelB,rcp45,ssp3,5.373160594197611,2231422.4779352685,12522.14672804144,9.435254093856908,9.456692334549528,-0.02143824069261946,0.6560818248705603
ISO_14,2004,ModelA,rcp85,ssp2,4.063946850490148,2837744.7002415066,14813.305762708893,9.603281093880454,9.500496803311556,0.10278429056889848,0.3055811797810959
ISO_6,2006,ModelA,rcp45,ssp5,-1.1999197099852716,384427.05139066867,11902.892725415173,9.384536735728307,9.519576820727034,-0.13504008499872633,0.25716322998969987
ISO_11,2020,ModelA,rcp45,ssp2,-1.8224187478606222,3511691.028972612,11896.361064229288,9.383987839413523,9.494605047612485,-0.11061720819896159,0.2785096727533286
ISO_7,2007,ModelA,rcp45,ssp4,3.0823047216845962,358840.7579722699,15815.26535775576,9.668730914464351,9.505644950703765,0.1630859637605866,0.06937968687897195
ISO_14,2004,ModelB,rcp45,ssp5,2.0389484901928547,4103716.2399062826,24599.622678205964,10.110486383518511,9.500496803311556,0.609989580206955,-0.03919594901065053
ISO_2,2016,ModelA,rcp45,ssp4,4.107062524134801,4142239.954356732,18160.489973790754,9.80700363272692,9.495652664255005,0.3113509684719151,0.21116161492401242
ISO_13,2004,ModelA,rcp85,ssp4,3.649245450708178,1261678.7090254514,24134.69115446209,10.091405551429418,9.4457566366601,0.6456489147693176,0.2689475869537332
ISO_16,2003,ModelC,rcp85,ssp3,2.626903804717635,1685947.6270754214,8789.844999239516,9.081352356762599,9.562930573773265,-0.48157821701066617,-0.021932483297624483
ISO_3,2018,ModelA,rcp45,ssp3,5.87743954466003,2458420.854935637,15168.027739375115,9.626945053302144,9.520675693194441,0.10626936010770294,0.8502647583588
ISO_17,2020,ModelC,rcp85,ssp4,1.802307570993678,3023648.243969159,14215.64532928148,9.562098420823311,9.551876076079694,0.010222344743617384,0.1395802179749863
ISO_7,2001,ModelA,rcp85,ssp4,-1.9820481914845214,1508032.9425357839,15374.053298085468,9.640436516670693,9.505644950703765,0.13479156596692832,0.12838227585035816
ISO_3,2010,ModelA,rcp45,ssp2,4.454462083343895,3003183.3826964325,23167.200557210857,10.050492788254228,9.520675693194441,0.5298170950597871,0.35133993045667383
ISO_1,2012,ModelC,rcp45,ssp5,-0.733319738888619,1559156.6588235644,12230.453880868004,9.411684340083179,9.500474698781204,-0.08879035869802543,0.05490477205747263
ISO_5,2014,ModelA,rcp85,ssp2,3.9957193332952645,371904.53324819735,11359.374775338594,9.337798653378364,9.517234292679634,-0.1794356393012695,0.36848271729279647
ISO_9,2011,ModelB,rcp85,ssp3,5.613963864000462,112384.99417635385,16540.915520784005,9.713592318967466,9.51370450179128,0.19988781717618664,0.8247344132641736
ISO_3,2020,ModelB,rcp85,ssp3,3.271159625679071,595640.1838003001,6559.823059739359,8.78871890897366,9.520675693194441,-0.731956784220781,-0.007432877749522199
ISO_17,2010,ModelA,rcp85,ssp2,2.3642714485482097,3982028.430803689,12152.123174213968,9.405259180351129,9.551876076079694,-0.14661689572856496,0.018394824771171533
ISO_11,2006,ModelB,rcp45,ssp5,1.1434755810753652,4811013.430678352,12661.4968624039,9.44632092428582,9.494605047612485,-0.048284123326665096,-0.04430793585770031
ISO_1,2004,ModelC,rcp85,ssp4,0.2796887939586292,2192134.3764779745,9245.170198836404,9.13185655347723,9.500474698781204,-0.36861814530397474,-0.1498615598160854
ISO_9,2016,ModelA,rcp45,ssp2,0.1770427587465262,2612151.3719047196,20390.484084208794,9.92282360454263,9.51370450179128,0.409119102751351,-0.05846841122875181
ISO_3,2019,ModelA,rcp45,ssp3,2.7273543513863157,819556.0284597881,8735.093032565128,9.075103873062686,9.520675693194441,-0.44557182013175556,0.13179088870718023
ISO_13,2008,ModelC,rcp85,ssp5,3.761458052439713,2800053.6281327694,12653.014683374928,9.445650780654482,9.4457566366601,-0.00010585600561796582,0.20851673678199348
ISO_15,2013,ModelC,rcp85,ssp3,3.106653625359729,808809.0198341865,15021.87708874471,9.617262890129187,9.540714624728333,0.07654826540085402,-0.02063863701690971
ISO_14,2011,ModelC,rcp85,ssp5,-1.2143090892579353,3094950.2228742675,22957.056123388007,10.041380624590447,9.500496803311556,0.5408838212788911,0.3896557020851268
ISO_7,2005,ModelA,rcp45,ssp5,1.4458846212914205,4672967.471146184,13303.433330515474,9.495777426047658,9.505644950703765,-0.009867524656106852,0.01709036322173857
ISO_13,2016,ModelC,rcp45,ssp5,4.124760649647567,1058922.842584894,19427.821927374876,9.874461437651284,9.4457566366601,0.42870480099118424,0.3131973690297638
ISO_7,2018,ModelC,rcp45,ssp2,1.2813367037015064,3846362.2184797996,17680.863206747636,9.780238158910851,9.505644950703765,0.27459320820708655,-0.12597772508523614
ISO_15,2018,ModelB,rcp45,ssp2,1.8296095176194447,215161.87180978782,14036.032083027905,9.549383022467657,9.540714624728333,0.008668397739324263,0.03497092793636837
ISO_12,2015,ModelB,rcp85,ssp2,3.9402244335373995,1939936.482475943,8640.317740913746,9.064194636690617,9.511428039826399,-0.4472334031357814,0.2545646245340131
ISO_17,2011,ModelA,rcp45,ssp5,2.9513877563858237,642667.6883694943,7526.366408352314,8.92616765563826,9.551876076079694,-0.625708420441434,-0.07197249633230024
ISO_14,2011,ModelB,rcp45,ssp5,0.6841042879415333,1827129.6638189272,13941.177648710029,9.542602160567675,9.500496803311556,0.04210535725611919,-0.12740132488139913
ISO_12,2019,ModelB,rcp85,ssp3,5.05871440074797,950330.9062305292,10752.797695481831,9.282921250438955,9.511428039826399,-0.22850678938744373,0.59541715732698
ISO_8,2005,ModelC,rcp45,ssp4,-1.5368963820286927,1929194.4516021484,19296.99062698935,9.867704436672517,9.513434921473568,0.3542695151989488,0.34033675119827067
ISO_14,2003,ModelC,rcp45,ssp2,5.959648037312922,2145861.7499268986,18003.88068476559,9.79834260723943,9.500496803311556,0.2978458039278742,0.8027670514784518
ISO_12,2005,ModelB,rcp85,ssp5,-1.9303267937138653,1572896.5016265,12408.730820073608,9.42615560222518,9.511428039826399,-0.08527243760121905,0.31903587561892566
ISO_0,2010,ModelB,rcp45,ssp3,-2.86545026006185,3317447.5524183325,8407.79751986135,9.036914830423493,9.512363382125422,-0.4754485517019287,0.37639838068993686
ISO_6,2000,ModelB,rcp45,ssp3,5.010170110338882,4602375.051168658,16387.829257204176,9.70429421984291,9.519576820727034,0.18471739911587548,0.4929674274554098
ISO_8,2014,ModelA,rcp45,ssp3,-0.7954184247063951,2062917.3331158345,8891.225953631025,9.09282022154594,9.513434921473568,-0.42061469992762746,0.1699526116077765
ISO_0,2010,ModelA,rcp45,ssp2,3.5672966470204877,1042481.466727605,9863.678300586977,9.196614430827655,9.512363382125422,-0.3157489512977669,0.3712598023587197
ISO_11,2018,ModelA,rcp85,ssp2,4.299138374388624,1426541.5151603185,9029.332331159847,9.108233704713939,9.494605047612485,-0.3863713428985456,0.4715623302058495
ISO_7,2017,ModelB,rcp45,ssp4,4.730877519289051,4284604.035132208,12639.72095641304,9.44459959122402,9.505644950703765,-0.06104535947974554,0.32856110636990005
ISO_10,2016,ModelB,rcp85,ssp3,5.9243481209775,2901034.644023725,21334.418373288863,9.968076933628225,9.531723948588876,0.43635298503934905,0.7478419597502928
ISO_18,2018,ModelA,rcp45,ssp2,-0.3536426096400085,2329554.0583040905,13332.816109800606,9.49798365191059,9.482736209515888,0.015247442394700883,0.049110254578246304
ISO_16,2020,ModelA,rcp85,ssp3,3.392190077345332,833219.9353937409,11189.291938482522,9.322712523028923,9.562930573773265,-0.24021805074434255,0.15083239566090614
ISO_7,2013,ModelB,rcp85,ssp5,-1.961401275472546,2303663.8107865313,7257.2338874721545,8.889754027981903,9.505644950703765,-0.6158909227218619,0.2553481216315561
ISO_2,2017,ModelC,rcp85,ssp3,0.6612836222116445,1464610.8164511947,16661.39813539426,9.720849833891938,9.495652664255005,0.22519716963693348,0.06098639507828843
ISO_2,2018,ModelA,rcp45,ssp4,4.631745239813314,4721499.326481411,9777.490721145956,9.18783815762855,9.495652664255005,-0.30781450662645504,0.5138247047339792
ISO_0,2014,ModelB,rcp45,ssp2,0.3089224145319749,4431943.536137084,14002.722411584817,9.54700704766324,9.512363382125422,0.034643665537817725,0.15583066791387246
ISO_4,2014,ModelB,rcp45,ssp5,2.3198584248205263,511122.45495817024,11594.806410843425,9.358312553633343,9.500747733453512,-0.1424351798201684,0.013227437521914243
ISO_9,2003,ModelC,rcp85,ssp2,1.5339609935217062,2631602.09738009,18681.161484851556,9.835270887839775,9.51370450179128,0.3215663860484952,-0.14411810820087623
ISO_6,2006,ModelB,rcp45,ssp5,2.8135637800084057,1202785.8930218932,12545.351069060382,9.43710544318858,9.519576820727034,-0.0824713775384538,0.13304186161397288
ISO_8,2012,ModelB,rcp45,ssp3,5.756049504489255,2112807.738669024,13048.512977719305,9.476429458190779,9.513434921473568,-0.03700546328278875,0.8947268321543612
ISO_6,2002,ModelA,rcp45,ssp3,-2.498380261487381,4396555.191432136,16224.842900736066,9.694298858982183,9.519576820727034,0.17472203825514931,0.26360493481738007
ISO_8,2015,ModelA,rcp45,ssp4,2.1656536575146674,2684821.1474538697,31032.057837044616,10.342776072905274,9.513434921473568,0.8293411514317057,0.09695698200267973
ISO_7,2008,ModelC,rcp85,ssp4,4.767259013252563,1737654.9375167233,19060.602208978773,9.855378772143421,9.505644950703765,0.34973382143965637,0.5112657144605718
ISO_11,2007,ModelC,rcp85,ssp5,1.3324444057358473,1118652.9351144857,12894.51824077574,9.464557557460557,9.494605047612485,-0.030047490151927647,0.005934464729730832
ISO_1,2019,ModelB,rcp45,ssp4,-2.293255326525845,4021591.8110917974,13376.827477281737,9.501279196246115,9.500474698781204,0.0008044974649106251,0.2731218157225139
ISO_0,2012,ModelA,rcp45,ssp4,2.044854171750938,3160138.275285301,10829.792887708736,9.290056215870226,9.512363382125422,-0.2223071662551952,-0.06803123581659375
ISO_15,2016,ModelC,rcp45,ssp4,-0.01133498258561616,2393520.756088533,9136.217317842295,9.120001718592121,9.540714624728333,-0.4207129061362114,-0.2254920391271894
ISO_4,2016,ModelC,rcp85,ssp4,-1.6055239319585768,1165673.3339285925,10709.641453748041,9.27889968517347,9.500747733453512,-0.2218480482800409,0.04753157905567802
ISO_2,2016,ModelC,rcp45,ssp3,4.641310619551257,1737807.2333699435,9809.831877227189,9.191140414515223,9.495652664255005,-0.30451224973978164,0.3766795433747444
ISO_11,2000,ModelB,rcp85,ssp4,1.6943956169200947,4803232.791018741,17349.99250728873,9.761347353518355,9.494605047612485,0.2667423059058702,0.10981807156587745
ISO_7,2007,ModelA,rcp85,ssp3,5.3994877114116,2648440.6942685884,8703.861500936073,9.071522056852405,9.505644950703765,-0.4341228938513595,0.5965174490340858
ISO_2,2018,ModelC,rcp45,ssp3,4.254148541427622,2063426.4780919394,22771.937023689447,10.033284224552018,9.495652664255005,0.5376315602970134,0.27563523761124176
ISO_0,2005,ModelA,rcp45,ssp2,3.236746143963006,2654968.0075067873,18048.51255513267,9.800818553447533,9.512363382125422,0.28845517132211107,0.061917640763677756
ISO_2,2002,ModelC,rcp45,ssp3,-2.9547704697121926,3917043.6789080827,13469.736291537001,9.508200691747067,9.495652664255005,0.01254802749206263,0.47527642205959364
ISO_4,2004,ModelC,rcp85,ssp3,0.8504111097442495,1766533.788864057,13361.429563016889,9.500127444586028,9.500747733453512,-0.00062028886748422,0.11501423426747884
ISO_14,2012,ModelA,rcp85,ssp4,-1.2226234651317092,975659.9925697834,10690.250920068896,9.277087476154179,9.500496803311556,-0.22340932715737694,0.21343603620383833
ISO_13,2014,ModelA,rcp45,ssp3,5.197181199439809,2966186.979861334,14883.876092296216,9.608033764539105,9.4457566366601,0.16227712787900472,0.6102652969587798
ISO_2,2013,ModelA,rcp85,ssp5,-1.4287441379127577,3359500.107057229,20645.176452810247,9.935236985283435,9.495652664255005,0.4395843210284305,-0.017082694999196207
ISO_0,2015,ModelB,rcp45,ssp4,-0.4254595350664303,3592318.214496893,10084.323971753047,9.218737415097674,9.512363382125422,-0.29362596702774724,-0.0069958432165486
ISO_4,2017,ModelC,rcp45,ssp4,1.6515309096104929,4421739.194754035,7234.692702555912,8.886643164432508,9.500747733453512,-0.6141045690210039,0.19705103061551374
ISO_13,2010,ModelB,rcp85,ssp4,-0.6297274290172865,1918753.191376654,17699.422695254667,9.781287301942697,9.4457566366601,0.33553066528259734,0.15390046636167548
ISO_6,2002,ModelA,rcp85,ssp2,-1.1112179044879094,469238.99152156984,15210.57805858032,9.62974638969752,9.519576820727034,0.1101695689704858,-0.061696117506294446
ISO_8,2009,ModelC,rcp85,ssp4,2.391893925924772,4795908.059791617,8534.91332064436,9.051920479423528,9.513434921473568,-0.46151444205004033,0.048788520180359014
ISO_14,2009,ModelB,rcp85,ssp3,-2.199634295204785,2231558.444443628,9963.099048548502,9.206643451634353,9.500496803311556,-0.2938533516772033,0.2929125557639607
ISO_14,2020,ModelC,rcp45,ssp5,-2.4764901715116774,3153961.797398343,9474.490831249148,9.156358290379943,9.500496803311556,-0.3441385129316128,0.233319461925438
ISO_9,2015,ModelB,rcp45,ssp4,0.3502076566746428,3364896.083328632,9998.467321568342,9.2101870923863,9.51370450179128,-0.3035174094049786,-0.2432338358437858
ISO_12,2011,ModelA,rcp45,ssp4,3.485980090570761,2777917.172635897,11737.297821742777,9.370526898383526,9.511428039826399,-0.1409011414428729,0.20084962143599144
ISO_18,2001,ModelB,rcp85,ssp5,1.9932608244655317,1105761.8957077235,12008.632898010928,9.393381078287701,9.482736209515888,-0.08935513122818683,-0.058799429898709274
ISO_6,2008,ModelC,rcp45,ssp4,0.8058882162010095,3800200.9455690933,10297.768888353905,9.239682537972616,9.519576820727034,-0.27989428275441774,-0.09779543879439745
ISO_16,2002,ModelC,rcp85,ssp2,2.0917640780212414,4038384.67409,9864.862421137148,9.19673447220003,9.562930573773265,-0.36619610157323557,-0.00696095064327008
ISO_19,2014,ModelC,rcp85,ssp3,0.28906336187946247,2809580.371485455,12191.402417740459,9.408486262432247,9.456692334549528,-0.04820607211728145,-0.025073000383436177
ISO_3,2002,ModelC,rcp85,ssp5,5.425317018889016,2493949.6868657237,14286.58999868102,9.567076613943824,9.520675693194441,0.046400920749382735,0.6106158077056377
ISO_4,2018,ModelA,rcp45,ssp5,-2.5058559818030313,658297.097327128,11772.02679428791,9.373481385454062,9.500747733453512,-0.12726634799945025,0.2259095669840897
ISO_6,2017,ModelB,rcp85,ssp2,3.0605233112685166,511363.1413489408,21236.290417727312,9.96346680933652,9.519576820727034,0.44388998860948625,0.10373751969465918
ISO_12,2007,ModelA,rcp85,ssp3,5.021543983449755,1763867.7432612907,16370.481537231573,9.703235085768315,9.511428039826399,0.1918070459419159,0.32869854788914
ISO_14,2016,ModelA,rcp85,ssp2,4.234962378617281,1623146.1620352268,7070.324508894093,8.863661657256522,9.500496803311556,-0.6368351460550343,0.360587153785331
ISO_10,2007,ModelA,rcp85,ssp3,-1.3436306866069794,4772916.609720029,16473.216624974662,9.709491106165542,9.531723948588876,0.17776715757666572,-0.16517454013189187
ISO_3,2006,ModelC,rcp85,ssp2,-0.3366628591774048,3939751.437972806,17021.245754823303,9.742217593034233,9.520675693194441,0.22154189983979222,-0.009823318161205529
ISO_12,2006,ModelC,rcp85,ssp4,3.4534314483639426,3333629.0467693936,11227.327185274598,9.326106012750323,9.511428039826399,-0.1853220270760758,0.27795931614135094
ISO_6,2002,ModelC,rcp85,ssp2,-2.24156496737311,2636475.636186265,7346.0715408321275,8.901920965078737,9.519576820727034,-0.6176558556482963,0.1599708640080466
ISO_18,2000,ModelB,rcp85,ssp5,4.306755298493257,920100.9005605916,13402.904333560113,9.503226703764454,9.482736209515888,0.020490494248566193,0.4126470390028264
ISO_1,2003,ModelC,rcp85,ssp5,3.470162501443113,4894437.693702991,13318.596083556451,9.496916539407103,9.500474698781204,-0.0035581593741014217,0.30334377052946176
ISO_9,2004,ModelB,rcp85,ssp5,3.566459843118083,1937699.421377029,8529.973257647423,9.051341505386722,9.51370450179128,-0.4623629964045577,-0.12521209804640443
ISO_12,2000,ModelC,rcp85,ssp2,-2.0978276675916776,623935.4519914995,7476.442180502441,8.919512313496027,9.511428039826399,-0.591915726330372,0.22474109934105563
ISO_5,2014,ModelC,rcp85,ssp5,3.4598449033460774,2519614.589007156,12899.94828489196,9.464978581418624,9.517234292679634,-0.05225571126100981,-0.10119250671753152
ISO_11,2004,ModelA,rcp45,ssp5,3.1183631269797303,4382590.2569041075,12170.486045406442,9.406769123179672,9.494605047612485,-0.08783592443281307,0.12442583646728693
ISO_11,2012,ModelA,rcp45,ssp4,4.478302417396655,4447725.908708914,11306.0567182267,9.333093853871043,9.494605047612485,-0.16151119374144152,0.37783109025056355
ISO_19,2007,ModelA,rcp85,ssp4,-2.6256363936917744,153732.98867659154,12921.342829419076,9.466635706101375,9.456692334549528,0.00994337155184688,0.08979669839210805
ISO_10,2007,ModelB,rcp85,ssp3,-2.7920039837898702,4442849.1492818585,8594.600622448137,9.058889450471872,9.531723948588876,-0.4728344981170043,0.5683067952530202
ISO_6,2004,ModelB,rcp85,ssp3,0.3570638989070467,1430272.6657493068,11226.94256724704,9.326071754853555,9.519576820727034,-0.19350506587347915,0.0155407499845586
ISO_0,2008,ModelC,rcp45,ssp3,-1.6609054453576242,290964.58344527305,16536.57729645697,9.71333001224574,9.512363382125422,0.2009666301203179,0.07989630286163431
ISO_0,2000,ModelB,rcp45,ssp2,2.025460298131997,4254172.324778084,11614.52754224677,9.360011967859485,9.512363382125422,-0.15235141426593657,0.16910136749385044
ISO_19,2003,ModelC,rcp45,ssp3,5.25614011356074,4332947.10434222,6844.570650987053,8.83121101128298,9.456692334549528,-0.6254813232665484,0.38956934567553325
ISO_12,2002,ModelB,rcp85,ssp2,0.5233175730061417,3021532.2912275153,11058.151075568363,9.310923088910572,9.511428039826399,-0.20050495091582654,-0.13986461878104853
ISO_8,2001,ModelB,rcp85,ssp2,4.604553395453437,2914725.410752156,8707.470502149408,9.071936614597256,9.513434921473568,-0.4414983068763121,0.17809162854217314
ISO_2,2007,ModelB,rcp85,ssp3,-2.997832129339202,4084289.335844955,14866.334686477103,9.606854518584692,9.495652664255005,0.11120185432968732,0.5990500411201974
ISO_6,2008,ModelA,rcp85,ssp3,-1.483368208867342,3952916.808280371,15176.978120733042,9.62753496135217,9.519576820727034,0.10795814062513642,0.17287469417979096
ISO_5,2001,ModelB,rcp45,ssp2,-2.7261881431132293,4461516.81986925,6880.799633448221,8.836490149965588,9.517234292679634,-0.6807441427140457,0.42861636060361585
ISO_7,2013,ModelA,rcp85,ssp4,-0.046675375364382266,2808462.493223847,18098.877309539203,9.803605188232876,9.505644950703765,0.2979602375291108,0.031009448692383312
ISO_8,2013,ModelA,rcp45,ssp5,5.1737063612685255,4841470.754390762,8562.311600683892,9.055125479488577,9.513434921473568,-0.4583094419849907,0.6040001306398693
ISO_4,2003,ModelB,rcp45,ssp5,-2.12743088760911,4981119.471573358,24926.15458671114,10.123672916192941,9.500747733453512,0.6229251827394293,0.24684355530295587
ISO_0,2005,ModelC,rcp85,ssp5,2.457687990694203,671068.5889932996,13101.598101107897,9.480489494199754,9.512363382125422,-0.03187388792566814,0.0855740119637376
ISO_18,2010,ModelC,rcp45,ssp4,1.0634634520749975,4262764.421815198,8114.781876889765,9.001442600584335,9.482736209515888,-0.48129360893155315,-0.006077725519818921
ISO_9,2002,ModelC,rcp45,ssp2,5.446213911292313,2549129.062968086,8460.85551103122,9.043205571722927,9.51370450179128,-0.4704989300683522,0.5590199975554155
ISO_11,2007,ModelB,rcp45,ssp3,-1.8973277171661556,1999075.0576691774,15355.640068703615,9.639238116714939,9.494605047612485,0.14463306910245421,0.19747631798113663
ISO_14,2002,ModelC,rcp45,ssp2,-1.0917493454799394,3104054.3184253033,11424.09549888487,9.34348004404065,9.500496803311556,-0.1570167592709062,0.11848950739719555
ISO_8,2013,ModelA,rcp85,ssp2,-2.7341222824965605,374231.2305838344,12853.07596200216,9.461338436152744,9.513434921473568,-0.052096485320824115,0.37228424817597133
ISO_19,2012,ModelC,rcp85,ssp3,0.9054172466823638,2581659.4819586915,25466.320490237096,10.145112093078815,9.456692334549528,0.688419758529287,-0.17189676018440017
ISO_16,2012,ModelB,rcp45,ssp4,-0.4995039039181113,4367363.793130667,10100.117882626018,9.22030237430837,9.562930573773265,-0.34262819946489564,-0.10032520616672788
ISO_16,2001,ModelC,rcp85,ssp5,4.829153405012888,1145961.429080947,13684.035537131245,9.523985143078283,9.562930573773265,-0.03894543069498191,0.5666428785688967
ISO_19,2012,ModelA,rcp45,ssp5,2.444467318779796,2189310.484370183,23574.89833179553,10.067937794949222,9.456692334549528,0.6112454603996937,0.023283616348146068
ISO_11,2018,ModelB,rcp85,ssp2,2.5268166417813154,4703456.34980289,14886.43076638473,9.60820539018656,9.494605047612485,0.1136003425740757,0.12310777113714802
ISO_6,2005,ModelC,rcp85,ssp4,1.7871962719317223,2199962.805247917,7025.902149797361,8.857358905856797,9.519576820727034,-0.6622179148702365,-0.09943859956227519
